iso3,country,disaggregation,disagg.value,region,subregion,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019
MMR,Myanmar,sex,Girls,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,0.43,0.49,0.55,0.62,0.69,0.77,0.86,0.96,1.07,1.18,1.3,1.44,1.58,1.74,1.91,2.1,2.3,,3.99,4.24,4.51,4.79,5.09,5.39,5.72,6.06,6.41,6.78,7.16,7.57,7.99,8.44,8.9,9.39,9.89,,10.02,10.07,10.12,10.15,10.19,10.23,10.26,10.3,10.33,10.37,10.4,10.42,10.45,10.47,10.5,10.53,10.56,
MMR,Myanmar,sex,Girls Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,,9.89,11.66,,,,,,,,,,,,,,,,,10.56,10.65
MNE,Montenegro,sex,Boys,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,3.76,4.1,4.44,4.79,5.16,5.54,5.91,6.29,6.66,7.03,7.4,7.78,8.16,8.56,8.96,9.37,9.8,,16.48,17.32,18.16,19.02,19.88,20.76,21.61,22.45,23.29,24.11,24.93,25.76,26.58,27.41,28.25,29.1,29.96,,2.54,2.46,2.38,2.3,2.22,2.14,2.07,1.99,1.91,1.84,1.77,1.7,1.64,1.58,1.52,1.47,1.42,
MNE,Montenegro,sex,Boys Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.29,,,,,,,,,,,,,,,,,29.96,32.77,,,,,,,,,,,,,,,,,1.42,1.3
MNE,Montenegro,sex,Girls,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,2.04,2.22,2.41,2.6,2.8,3.01,3.21,3.41,3.61,3.81,4.01,4.21,4.42,4.64,4.86,5.1,5.34,,11.42,11.95,12.48,13.01,13.55,14.08,14.6,15.11,15.61,16.1,16.59,17.08,17.57,18.06,18.56,19.06,19.58,,2.87,2.8,2.74,2.68,2.62,2.57,2.52,2.47,2.43,2.39,2.35,2.32,2.29,2.27,2.25,2.23,2.22,
MNE,Montenegro,sex,Girls Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.22,,,,,,,,,,,,,,,,,19.58,21.38,,,,,,,,,,,,,,,,,2.22,2.18
MNG,Mongolia,sex,Boys,Asia,Eastern Asia,Child and adolescent (aged 5-19) nutrition status,1.83,1.93,2.03,2.16,2.3,2.45,2.61,2.79,2.99,3.19,3.41,3.63,3.87,4.12,4.38,4.65,4.94,,9.28,9.58,9.91,10.27,10.66,11.08,11.53,11.99,12.46,12.95,13.44,13.94,14.43,14.94,15.45,15.97,16.5,,2.94,2.88,2.81,2.75,2.69,2.62,2.56,2.51,2.46,2.41,2.37,2.33,2.29,2.27,2.24,2.23,2.22,
MNG,Mongolia,sex,Boys Projection,Asia,Eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.01,,,,,,,,,,,,,,,,,16.5,18.51,,,,,,,,,,,,,,,,,2.22,2.17
MNG,Mongolia,sex,Girls,Asia,Eastern Asia,Child and adolescent (aged 5-19) nutrition status,1.29,1.36,1.44,1.53,1.63,1.73,1.84,1.96,2.09,2.23,2.36,2.51,2.66,2.81,2.97,3.14,3.32,,13.68,13.95,14.24,14.55,14.88,15.22,15.56,15.9,16.25,16.58,16.92,17.25,17.57,17.88,18.19,18.5,18.8,,2.22,2.21,2.19,2.17,2.16,2.15,2.14,2.14,2.14,2.14,2.15,2.16,2.18,2.2,2.23,2.27,2.3,
MNG,Mongolia,sex,Girls Projection,Asia,Eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,,18.8,20.09,,,,,,,,,,,,,,,,,2.3,2.42
MOZ,Mozambique,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.28,0.32,0.35,0.39,0.43,0.48,0.53,0.58,0.64,0.7,0.77,0.85,0.93,1.01,1.11,1.22,1.34,,3.52,3.74,3.97,4.19,4.42,4.65,4.89,5.13,5.38,5.63,5.9,6.17,6.46,6.77,7.09,7.43,7.79,,5.48,5.36,5.25,5.15,5.06,4.97,4.88,4.8,4.72,4.64,4.57,4.49,4.42,4.35,4.29,4.23,4.18,
MOZ,Mozambique,sex,Boys Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,7.79,9.04,,,,,,,,,,,,,,,,,4.18,4.06
MOZ,Mozambique,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,1.12,1.22,1.32,1.42,1.52,1.63,1.74,1.85,1.96,2.08,2.2,2.32,2.45,2.58,2.72,2.87,3.03,,9.6,10.05,10.5,10.95,11.4,11.84,12.29,12.74,13.19,13.64,14.1,14.56,15.03,15.51,16,16.5,17.01,,2.87,2.83,2.8,2.77,2.75,2.74,2.72,2.72,2.71,2.71,2.71,2.72,2.73,2.74,2.76,2.78,2.8,
MOZ,Mozambique,sex,Girls Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,17.01,18.7,,,,,,,,,,,,,,,,,2.8,2.88
MRT,Mauritania,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.62,0.68,0.75,0.83,0.91,1,1.09,1.19,1.3,1.42,1.54,1.67,1.81,1.96,2.12,2.29,2.48,,3.64,3.9,4.16,4.44,4.73,5.03,5.34,5.65,5.98,6.31,6.66,7.01,7.38,7.76,8.15,8.56,8.99,,15.67,15.41,15.13,14.85,14.56,14.26,13.96,13.64,13.33,13.01,12.7,12.38,12.08,11.79,11.51,11.23,10.98,
MRT,Mauritania,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.18,,,,,,,,,,,,,,,,,8.99,10.58,,,,,,,,,,,,,,,,,10.98,10.23
MRT,Mauritania,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,2.17,2.35,2.53,2.71,2.9,3.1,3.29,3.49,3.68,3.88,4.07,4.27,4.47,4.67,4.88,5.1,5.32,,9.94,10.4,10.88,11.35,11.83,12.31,12.79,13.26,13.73,14.19,14.65,15.11,15.56,16.02,16.48,16.94,17.4,,6.14,6,5.86,5.71,5.57,5.42,5.28,5.15,5.02,4.89,4.78,4.66,4.56,4.46,4.37,4.28,4.21,
MRT,Mauritania,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.15,,,,,,,,,,,,,,,,,17.4,19.1,,,,,,,,,,,,,,,,,4.21,3.99
MUS,Mauritius,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,1.2,1.29,1.39,1.5,1.62,1.74,1.87,2.01,2.15,2.31,2.48,2.66,2.85,3.05,3.27,3.51,3.77,,5.27,5.54,5.81,6.1,6.39,6.7,7.02,7.35,7.69,8.05,8.43,8.83,9.25,9.69,10.16,10.66,11.19,,10.82,10.69,10.55,10.42,10.3,10.17,10.05,9.93,9.81,9.7,9.58,9.47,9.36,9.25,9.14,9.04,8.95,
MUS,Mauritius,sex,Boys Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.64,,,,,,,,,,,,,,,,,11.19,12.88,,,,,,,,,,,,,,,,,8.95,8.7
MUS,Mauritius,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,2.18,2.32,2.46,2.61,2.77,2.94,3.11,3.29,3.49,3.68,3.89,4.11,4.35,4.59,4.85,5.12,5.42,,10.99,11.38,11.77,12.18,12.59,13.01,13.43,13.87,14.32,14.77,15.24,15.73,16.23,16.75,17.29,17.86,18.44,,5.45,5.4,5.35,5.29,5.25,5.2,5.16,5.12,5.08,5.04,5.01,4.97,4.94,4.91,4.88,4.86,4.84,
MUS,Mauritius,sex,Girls Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.35,,,,,,,,,,,,,,,,,18.44,20.22,,,,,,,,,,,,,,,,,4.84,4.81
MWI,Malawi,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.17,0.19,0.22,0.24,0.27,0.31,0.35,0.39,0.43,0.48,0.54,0.6,0.67,0.75,0.84,0.94,1.05,,2.12,2.29,2.47,2.65,2.84,3.04,3.25,3.48,3.71,3.96,4.22,4.5,4.81,5.13,5.48,5.85,6.25,,11.74,11.57,11.41,11.25,11.09,10.94,10.79,10.65,10.5,10.36,10.23,10.09,9.96,9.83,9.7,9.58,9.47,
MWI,Malawi,sex,Boys Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,6.25,7.62,,,,,,,,,,,,,,,,,9.47,9.17
MWI,Malawi,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.64,0.72,0.8,0.89,0.98,1.08,1.18,1.3,1.42,1.55,1.69,1.84,2,2.18,2.36,2.56,2.78,,6.82,7.23,7.64,8.07,8.5,8.94,9.39,9.85,10.33,10.82,11.32,11.85,12.39,12.95,13.53,14.14,14.77,,4.15,4.07,3.99,3.91,3.83,3.75,3.67,3.6,3.53,3.46,3.39,3.32,3.25,3.19,3.13,3.08,3.02,
MWI,Malawi,sex,Girls Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.55,,,,,,,,,,,,,,,,,14.77,16.81,,,,,,,,,,,,,,,,,3.02,2.89
MYS,Malaysia,sex,Boys,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,5.9,6.43,6.99,7.56,8.13,8.72,9.32,9.91,10.51,11.12,11.73,12.34,12.96,13.57,14.2,14.82,15.44,,13.03,14.01,15.02,16.05,17.1,18.16,19.23,20.3,21.38,22.47,23.57,24.68,25.79,26.89,28,29.1,30.2,,11.7,11.48,11.25,11.02,10.79,10.54,10.29,10.05,9.8,9.55,9.3,9.06,8.82,8.59,8.37,8.16,7.96,
MYS,Malaysia,sex,Boys Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,17.56,,,,,,,,,,,,,,,,,30.2,33.91,,,,,,,,,,,,,,,,,7.96,7.33
MYS,Malaysia,sex,Girls,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,3.76,4.13,4.51,4.9,5.31,5.72,6.13,6.54,6.96,7.38,7.8,8.22,8.64,9.06,9.49,9.92,10.36,,11.31,12.03,12.75,13.48,14.23,14.98,15.73,16.48,17.23,17.98,18.73,19.49,20.24,20.99,21.75,22.51,23.26,,7.91,7.87,7.83,7.78,7.72,7.67,7.61,7.54,7.48,7.42,7.35,7.28,7.21,7.15,7.09,7.04,6.99,
MYS,Malaysia,sex,Girls Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,23.26,25.98,,,,,,,,,,,,,,,,,6.99,6.81
NAM,Namibia,sex,Boys,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,0.28,0.33,0.38,0.45,0.52,0.61,0.72,0.84,0.98,1.14,1.32,1.52,1.75,2,2.28,2.6,2.94,,2.19,2.41,2.66,2.94,3.25,3.6,3.98,4.39,4.84,5.32,5.85,6.41,7,7.64,8.32,9.04,9.8,,20.5,19.96,19.39,18.79,18.17,17.53,16.88,16.23,15.57,14.92,14.28,13.66,13.05,12.46,11.9,11.36,10.84,
NAM,Namibia,sex,Boys Projection,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,,9.8,12.61,,,,,,,,,,,,,,,,,10.84,9.37
NAM,Namibia,sex,Girls,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,1.07,1.22,1.4,1.61,1.84,2.09,2.38,2.69,3.03,3.41,3.81,4.24,4.7,5.18,5.7,6.25,6.82,,7.27,7.82,8.41,9.05,9.74,10.47,11.24,12.06,12.91,13.8,14.73,15.68,16.66,17.67,18.7,19.75,20.83,,11.79,11.38,10.96,10.52,10.08,9.64,9.19,8.76,8.33,7.92,7.52,7.13,6.76,6.4,6.07,5.75,5.46,
NAM,Namibia,sex,Girls Projection,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,8.92,,,,,,,,,,,,,,,,,20.83,24.57,,,,,,,,,,,,,,,,,5.46,4.65
NER,Niger,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.1,0.11,0.13,0.14,0.16,0.18,0.2,0.22,0.25,0.28,0.31,0.35,0.4,0.45,0.5,0.57,0.64,,1.49,1.61,1.74,1.88,2.03,2.19,2.36,2.55,2.75,2.96,3.19,3.43,3.7,3.98,4.28,4.61,4.97,,17.23,16.99,16.74,16.47,16.2,15.91,15.62,15.31,14.99,14.67,14.36,14.04,13.72,13.41,13.1,12.81,12.53,
NER,Niger,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,4.97,6.2,,,,,,,,,,,,,,,,,12.53,11.75
NER,Niger,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.42,0.47,0.52,0.58,0.64,0.71,0.78,0.86,0.95,1.04,1.15,1.26,1.38,1.51,1.66,1.82,1.99,,4.98,5.25,5.54,5.85,6.17,6.5,6.84,7.21,7.58,7.98,8.39,8.81,9.26,9.73,10.22,10.73,11.27,,8.57,8.42,8.26,8.11,7.95,7.8,7.64,7.48,7.33,7.18,7.03,6.89,6.75,6.61,6.48,6.36,6.25,
NER,Niger,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.61,,,,,,,,,,,,,,,,,11.27,13.03,,,,,,,,,,,,,,,,,6.25,5.94
NGA,Nigeria,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.29,0.32,0.36,0.41,0.46,0.51,0.57,0.64,0.72,0.8,0.89,0.99,1.1,1.22,1.36,1.5,1.66,,2.01,2.17,2.34,2.53,2.73,2.95,3.18,3.43,3.7,3.99,4.29,4.6,4.94,5.29,5.66,6.06,6.48,,18.38,18.08,17.75,17.4,17.03,16.63,16.2,15.75,15.27,14.79,14.31,13.82,13.34,12.88,12.42,11.99,11.57,
NGA,Nigeria,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,6.48,8.06,,,,,,,,,,,,,,,,,11.57,10.41
NGA,Nigeria,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.57,0.63,0.69,0.76,0.84,0.92,1,1.09,1.18,1.27,1.37,1.47,1.58,1.69,1.81,1.93,2.06,,5.07,5.33,5.61,5.89,6.18,6.49,6.8,7.12,7.44,7.77,8.11,8.46,8.81,9.17,9.53,9.91,10.29,,10.39,10.23,10.07,9.89,9.71,9.54,9.35,9.16,8.98,8.79,8.61,8.43,8.26,8.09,7.93,7.78,7.64,
NGA,Nigeria,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,10.29,11.7,,,,,,,,,,,,,,,,,7.64,7.24
NIC,Nicaragua,sex,Boys,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,4.78,5.04,5.31,5.6,5.89,6.19,6.5,6.82,7.15,7.49,7.84,8.21,8.59,8.98,9.39,9.81,10.24,,16.21,16.79,17.38,17.98,18.59,19.2,19.82,20.46,21.1,21.75,22.41,23.09,23.78,24.48,25.19,25.9,26.63,,2.85,2.8,2.74,2.69,2.64,2.59,2.54,2.49,2.45,2.4,2.36,2.33,2.29,2.26,2.23,2.21,2.2,
NIC,Nicaragua,sex,Boys Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.62,,,,,,,,,,,,,,,,,26.63,28.98,,,,,,,,,,,,,,,,,2.2,2.15
NIC,Nicaragua,sex,Girls,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,5.82,6.12,6.43,6.74,7.06,7.38,7.71,8.05,8.39,8.75,9.11,9.48,9.85,10.23,10.62,11.02,11.42,,21.89,22.51,23.13,23.75,24.36,24.98,25.59,26.21,26.83,27.46,28.09,28.72,29.36,30,30.65,31.3,31.95,,1.64,1.6,1.56,1.52,1.49,1.46,1.44,1.41,1.39,1.37,1.35,1.34,1.33,1.31,1.31,1.3,1.29,
NIC,Nicaragua,sex,Girls Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.74,,,,,,,,,,,,,,,,,31.95,34.01,,,,,,,,,,,,,,,,,1.29,1.29
NLD,Netherlands,sex,Boys,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,4.46,4.68,4.9,5.14,5.39,5.65,5.9,6.16,6.42,6.68,6.94,7.2,7.46,7.71,7.97,8.23,8.49,,20.06,20.53,21,21.46,21.91,22.34,22.75,23.13,23.48,23.81,24.12,24.4,24.66,24.9,25.13,25.35,25.57,,1.28,1.26,1.24,1.22,1.2,1.18,1.17,1.15,1.14,1.13,1.13,1.13,1.13,1.13,1.14,1.15,1.16,
NLD,Netherlands,sex,Boys Projection,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.52,,,,,,,,,,,,,,,,,25.57,26.74,,,,,,,,,,,,,,,,,1.16,1.19
NLD,Netherlands,sex,Girls,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,3.36,3.5,3.65,3.8,3.95,4.11,4.26,4.41,4.56,4.71,4.85,5,5.14,5.28,5.42,5.56,5.7,,19.81,20.17,20.54,20.89,21.24,21.56,21.87,22.16,22.42,22.66,22.89,23.1,23.28,23.46,23.62,23.78,23.93,,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.81,0.79,0.78,0.76,0.75,0.74,0.73,0.73,0.72,
NLD,Netherlands,sex,Girls Projection,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.31,,,,,,,,,,,,,,,,,23.93,24.78,,,,,,,,,,,,,,,,,0.72,0.72
NOR,Norway,sex,Boys,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,7.09,7.32,7.55,7.77,7.99,8.2,8.41,8.61,8.81,9.01,9.2,9.4,9.6,9.8,10,10.21,10.42,,24.7,25.13,25.52,25.88,26.22,26.52,26.81,27.07,27.31,27.53,27.74,27.94,28.12,28.31,28.49,28.68,28.87,,0.87,0.85,0.84,0.83,0.83,0.82,0.82,0.82,0.82,0.82,0.82,0.83,0.84,0.85,0.86,0.87,0.89,
NOR,Norway,sex,Boys Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.17,,,,,,,,,,,,,,,,,28.87,29.67,,,,,,,,,,,,,,,,,0.89,0.94
NOR,Norway,sex,Girls,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,5.52,5.67,5.82,5.96,6.1,6.23,6.36,6.49,6.61,6.74,6.86,6.99,7.13,7.26,7.4,7.55,7.71,,22.8,23.11,23.39,23.65,23.9,24.12,24.32,24.51,24.69,24.85,25.02,25.18,25.34,25.5,25.66,25.83,26,,0.71,0.7,0.69,0.67,0.66,0.65,0.64,0.63,0.63,0.62,0.61,0.6,0.6,0.6,0.59,0.59,0.59,
NOR,Norway,sex,Girls Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,8.22,,,,,,,,,,,,,,,,,26,26.64,,,,,,,,,,,,,,,,,0.59,0.6
NPL,Nepal,sex,Boys,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,0.29,0.33,0.37,0.41,0.46,0.51,0.56,0.63,0.69,0.76,0.84,0.93,1.03,1.14,1.26,1.39,1.53,,2.18,2.37,2.59,2.81,3.05,3.29,3.56,3.83,4.12,4.43,4.76,5.1,5.47,5.87,6.29,6.73,7.21,,25.61,25.34,25.07,24.79,24.52,24.25,23.98,23.71,23.44,23.16,22.87,22.58,22.28,21.98,21.68,21.38,21.08,
NPL,Nepal,sex,Boys Projection,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,7.21,8.84,,,,,,,,,,,,,,,,,21.08,20.18
NPL,Nepal,sex,Girls,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,0.25,0.29,0.33,0.38,0.44,0.5,0.57,0.64,0.73,0.82,0.93,1.05,1.18,1.32,1.49,1.67,1.87,,2.4,2.6,2.81,3.04,3.27,3.53,3.8,4.09,4.4,4.73,5.08,5.46,5.87,6.3,6.76,7.25,7.77,,11.99,11.86,11.74,11.61,11.49,11.38,11.27,11.16,11.07,10.97,10.88,10.78,10.69,10.59,10.5,10.41,10.32,
NPL,Nepal,sex,Girls Projection,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,7.77,9.57,,,,,,,,,,,,,,,,,10.32,10.05
NRU,Nauru,sex,Boys,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,21.46,22.13,22.81,23.51,24.22,24.93,25.66,26.4,27.14,27.89,28.64,29.39,30.15,30.91,31.66,32.4,33.14,,51.62,52.3,52.98,53.66,54.33,55,55.65,56.3,56.95,57.59,58.22,58.84,59.47,60.1,60.71,61.32,61.92,,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,
NRU,Nauru,sex,Boys Projection,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,35.28,,,,,,,,,,,,,,,,,61.92,63.72,,,,,,,,,,,,,,,,,0.1,0.12
NRU,Nauru,sex,Girls,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,25.86,26.35,26.84,27.33,27.83,28.32,28.8,29.28,29.75,30.22,30.68,31.14,31.59,32.05,32.5,32.95,33.39,,60.55,61.08,61.62,62.15,62.67,63.18,63.68,64.17,64.66,65.13,65.59,66.05,66.51,66.96,67.41,67.84,68.28,,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
NRU,Nauru,sex,Girls Projection,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,34.72,,,,,,,,,,,,,,,,,68.28,69.59,,,,,,,,,,,,,,,,,0.05,0.05
NZL,New Zealand,sex,Boys,Oceania,Australia and New Zealand,Child and adolescent (aged 5-19) nutrition status,11.71,12.12,12.53,12.94,13.34,13.72,14.1,14.47,14.83,15.17,15.51,15.84,16.17,16.5,16.82,17.15,17.48,,32.7,33.27,33.83,34.38,34.91,35.42,35.9,36.37,36.81,37.23,37.64,38.04,38.42,38.8,39.18,39.56,39.95,,0.33,0.33,0.33,0.34,0.34,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.43,0.44,0.46,0.47,
NZL,New Zealand,sex,Boys Projection,Oceania,Australia and New Zealand,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,18.62,,,,,,,,,,,,,,,,,39.95,41.27,,,,,,,,,,,,,,,,,0.47,0.53
NZL,New Zealand,sex,Girls,Oceania,Australia and New Zealand,Child and adolescent (aged 5-19) nutrition status,10.64,10.96,11.28,11.59,11.88,12.17,12.45,12.72,12.97,13.23,13.47,13.71,13.95,14.2,14.45,14.7,14.96,,32.63,33.1,33.56,34,34.43,34.84,35.24,35.63,36,36.37,36.73,37.08,37.44,37.81,38.18,38.55,38.93,,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,
NZL,New Zealand,sex,Girls Projection,Oceania,Australia and New Zealand,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,15.79,,,,,,,,,,,,,,,,,38.93,40.1,,,,,,,,,,,,,,,,,0.21,0.22
OMN,Oman,sex,Boys,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,8.55,8.97,9.38,9.8,10.22,10.64,11.08,11.54,12.01,12.5,12.99,13.5,14,14.52,15.03,15.55,16.08,,21.68,22.42,23.15,23.87,24.59,25.31,26.06,26.84,27.63,28.44,29.25,30.08,30.9,31.71,32.53,33.35,34.16,,8.41,8.32,8.24,8.16,8.09,8.03,7.97,7.91,7.85,7.79,7.73,7.66,7.6,7.54,7.49,7.44,7.41,
OMN,Oman,sex,Boys Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,17.79,,,,,,,,,,,,,,,,,34.16,36.81,,,,,,,,,,,,,,,,,7.41,7.28
OMN,Oman,sex,Girls,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,7.47,7.79,8.1,8.42,8.74,9.07,9.4,9.76,10.13,10.51,10.89,11.29,11.69,12.1,12.51,12.92,13.34,,22.71,23.2,23.66,24.11,24.55,24.98,25.42,25.88,26.35,26.82,27.3,27.78,28.26,28.74,29.22,29.7,30.18,,5.75,5.74,5.74,5.76,5.78,5.82,5.87,5.92,5.98,6.05,6.12,6.19,6.27,6.36,6.45,6.55,6.66,
OMN,Oman,sex,Girls Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,14.74,,,,,,,,,,,,,,,,,30.18,31.8,,,,,,,,,,,,,,,,,6.66,6.97
